source_id,ra,dec,parallax,parallax_error,b,ruwe,bp_rp,phot_bp_rp_excess_factor,pf,epoch_g,int_average_g,int_average_g_error
6562247309988278144,324.6235808318936,-49.014863808285,0.26175585433296,0.014790478,-47.13867058158662,1.0670531,0.56592846,1.1803144,0.47746789116581956,1713.9533284480922,13.637127,0.010950684
6562909314771450368,323.6545371689776,-49.12468932275066,0.4793739256821696,0.01701414,-46.49495615011132,1.1807386,0.49187756,1.1869745,0.48801080700964594,1714.2301608431642,12.234382,6.7030254e-05
6564274294034705664,327.99370018282474,-45.985285941208126,0.40202457336050285,0.0213199,-50.016130018206674,1.4621598,0.548398,1.1618096,0.5121534387274035,1716.0891023824838,12.7869005,0.011410647
6565527904791301504,324.51483357811185,-44.68670617544771,0.48147699400016225,0.014231895,-47.835143917847084,1.0487697,0.651845,1.1864179,0.5524645862944663,1716.4120843012308,12.365578,0.0018664803
6568071251281773440,332.6067108140559,-43.69361851588992,0.2613231755333074,0.019002298,-53.718067778395074,1.6143521,0.5615597,1.1593084,0.47602962397653226,1718.4101403981388,13.302624,0.007157762
6570158089992425984,333.3715986939209,-40.72565598448523,0.26701633643536044,0.019061303,-54.8880601397407,1.2053467,0.60802174,1.1749444,0.6961202402551201,1720.9603851331915,12.960751,0.0045498013
1235065369778588032,220.1358026591729,17.59923902835393,0.37364946629805756,0.02129571,63.1095684446095,1.6503829,0.5832825,1.1629125,0.5634537209842788,1709.7987149642174,12.982315,0.016323043
1240619037370564352,216.37244060056284,20.96286384302091,0.33164112900347525,0.03117753,67.70021852251654,2.174099,0.61242867,1.2066263,0.5121332462428339,1709.624942713915,13.003082,0.00868101
1241216347062454144,219.91174023392685,21.50838828642718,0.3016984518541043,0.01855171,64.76977831870042,1.1892323,0.6451168,1.1837643,0.7686553023081761,1710.0262371401363,12.722985,0.0027971326
1247621002294070784,205.1907126243993,17.81982808253239,0.675300798180287,0.018062787,75.30375704398108,0.8488501,0.6378355,1.2101319,0.807891942277632,1701.4677437890898,11.113939,0.0017893879
1252055779366233344,214.01296528970423,20.060371592308098,0.32371092056054623,0.020683896,69.40159847808619,1.5028502,0.6405134,1.1392096,0.6090730395256068,1708.0321287718448,12.655304,0.010705856
1254547100915110144,216.10676413706378,23.053927978356874,1.3012141900134162,0.018221142,68.58893003193326,0.96829516,0.7071667,1.19739,0.6986340258887485,1709.5732751472626,9.977254,0.0032997734
