source_id,best_classification,int_average_g,phot_variable_flag,pf,epoch_g
414003442535159936,RRab,18.356619,VARIABLE,0.474867501878603,1699.303858858756
414081061185873792,RRab,18.591648,VARIABLE,0.5889203707366553,1698.6288676747733
6061643754695131008,RRab,15.569225,VARIABLE,0.730192246303345,1697.9845882104423
